year,district,dname,region,LANGUAGE,GRADE,rla_docs,rla_all_unsatgl_nm,rla_all_approgl_nm,rla_all_meetsgl_nm,rla_all_mastrgl_nm,m_docs,m_all_unsatgl_nm,m_all_approgl_nm,m_all_meetsgl_nm,m_all_mastrgl_nm
23,116906,LONE OAK ISD,10,english,5,70,5,65,48,28,69,4,65,49,17
23,116908,QUINLAN ISD,10,english,5,180,62,118,60,23,179,33,146,75,30
23,116909,WOLFE CITY ISD,10,english,5,46,13,33,21,10,46,12,34,16,6
23,116910,CAMPBELL ISD,10,english,5,16,7,9,3,2,16,7,9,1,0
23,116915,BLAND ISD,10,english,5,63,7,56,36,18,63,3,60,35,9
23,116916,BOLES ISD,10,english,5,35,7,28,20,6,35,6,29,14,4
23,117901,BORGER ISD,16,english,5,186,47,139,86,25,187,39,148,87,26
23,117903,SANFORD-FRITCH,16,english,5,44,7,37,28,15,44,6,38,19,5
23,117904,PLEMONS-STINNET,16,english,5,47,10,37,21,7,47,7,40,20,7
23,117907,SPRING CREEK IS,16,english,5,15,2,13,8,4,15,8,7,4,1
23,118902,IRION COUNTY IS,15,english,5,23,4,19,18,6,23,2,21,16,6
23,119901,BRYSON ISD,9,english,5,24,2,22,16,8,24,1,23,12,6
23,119902,JACKSBORO ISD,9,english,5,82,18,64,42,19,83,19,64,33,7
23,119903,PERRIN-WHITT CI,9,english,5,25,7,18,12,3,27,2,25,11,1
23,120901,EDNA ISD,3,english,5,94,15,79,50,29,95,2,93,63,26
23,120902,GANADO ISD,3,english,5,48,5,43,28,12,48,3,45,32,14
23,120905,INDUSTRIAL ISD,3,english,5,92,3,89,77,40,92,2,90,80,46
23,121902,BROOKELAND ISD,5,english,5,16,2,14,8,3,16,2,14,3,1
23,121903,BUNA ISD,5,english,5,90,12,78,55,21,92,4,88,52,20
23,121904,JASPER ISD,5,english,5,176,82,94,53,15,175,97,78,28,7
23,121905,KIRBYVILLE CISD,5,english,5,108,26,82,41,8,108,24,84,42,5
23,121906,EVADALE ISD,5,english,5,29,1,28,21,15,29,1,28,21,5
23,122901,FT DAVIS ISD,18,english,5,10,2,8,7,2,10,1,9,7,1
23,122902,VALENTINE ISD,18,english,5,0,,,,,0,,,,
23,123803,TEKOA ACADEMY O,5,english,5,21,7,14,4,2,21,5,16,6,0
23,123805,EHRHART SCHOOL,5,english,5,56,8,48,33,12,56,11,45,29,7
23,123807,BOB HOPE SCHOOL,5,english,5,98,21,77,53,27,100,16,84,52,21
23,123905,NEDERLAND ISD,5,english,5,359,64,295,200,100,358,48,310,211,92
23,123907,PORT ARTHUR ISD,5,english,5,583,156,427,248,99,584,160,424,224,62
23,123908,PORT NECHES-GRO,5,english,5,368,39,329,249,136,369,38,331,213,74
23,123910,BEAUMONT ISD,5,english,5,1084,396,688,374,147,1085,418,667,338,107
23,123913,SABINE PASS ISD,5,english,5,24,1,23,14,6,22,5,17,7,2
23,123914,HAMSHIRE-FANNET,5,english,5,152,19,133,90,39,152,23,129,81,33
23,124901,JIM HOGG COUNTY,1,english,5,85,21,64,34,18,85,5,80,47,15
23,125901,ALICE ISD,2,english,5,315,98,217,125,49,315,133,182,83,19
23,125902,BEN BOLT-PALITO,2,english,5,46,4,42,26,7,46,4,42,26,6
23,125903,ORANGE GROVE IS,2,english,5,105,21,84,54,28,105,23,82,51,22
23,125905,PREMONT ISD,2,english,5,50,18,32,16,3,50,14,36,12,2
23,125906,LA GLORIA ISD,2,english,5,15,2,13,10,6,15,6,9,5,2
23,126901,ALVARADO ISD,11,english,5,258,67,191,108,35,266,60,206,110,33
23,126902,BURLESON ISD,11,english,5,976,129,847,621,332,976,140,836,572,258
23,126903,CLEBURNE ISD,11,english,5,461,98,363,208,66,466,98,368,206,51
23,126904,GRANDVIEW ISD,11,english,5,103,5,98,78,45,103,5,98,71,31
23,126905,JOSHUA ISD,11,english,5,423,67,356,254,94,426,67,359,227,89
23,126906,KEENE ISD,11,english,5,72,14,58,36,14,72,13,59,23,5
23,126907,RIO VISTA ISD,11,english,5,60,12,48,34,8,60,17,43,19,6
23,126908,VENUS ISD,11,english,5,171,44,127,77,29,172,49,123,65,19
23,126911,GODLEY ISD,11,english,5,197,41,156,90,36,197,36,161,99,39
23,127901,ANSON ISD,14,english,5,53,16,37,26,6,54,15,39,18,5
23,127903,HAMLIN COLLEGIA,14,english,5,23,10,13,7,1,23,6,17,10,2
23,127904,HAWLEY ISD,14,english,5,59,13,46,25,10,59,25,34,17,4
23,127905,LUEDERS-AVOCA I,14,english,5,6,2,4,0,0,6,1,5,0,0
23,127906,STAMFORD ISD,14,english,5,41,7,34,15,6,41,3,38,23,6
23,128901,KARNES CITY ISD,20,english,5,194,64,130,52,14,193,99,94,37,10
23,128902,KENEDY ISD,3,english,5,46,6,40,23,12,46,3,43,12,1
23,128903,RUNGE ISD,3,english,5,9,5,4,4,1,10,4,6,2,1
23,128904,FALLS CITY ISD,20,english,5,33,1,32,31,24,33,1,32,29,13
23,129901,CRANDALL ISD,10,english,5,433,86,347,218,82,438,119,319,162,58
23,129902,FORNEY ISD,10,english,5,1144,258,886,655,338,1148,265,883,521,235
23,129903,KAUFMAN ISD,10,english,5,292,60,232,153,78,291,50,241,139,46
23,129904,KEMP ISD,10,english,5,120,27,93,52,20,119,10,109,78,26
23,129905,MABANK ISD,10,english,5,311,92,219,126,49,310,104,206,116,37
23,129906,TERRELL ISD,10,english,5,373,107,266,154,62,373,115,258,126,27
23,129910,SCURRY-ROSSER I,10,english,5,73,10,63,40,16,73,8,65,45,15
23,130801,MEADOWLAND CHAR,20,english,5,0,,,,,0,,,,
23,130901,BOERNE ISD,20,english,5,828,54,774,635,415,833,57,776,616,324
23,130902,COMFORT ISD,13,english,5,84,27,57,39,14,83,17,66,31,10
23,131001,KENEDY COUNTY W,2,english,5,13,1,12,8,3,13,2,11,9,1
23,132902,JAYTON-GIRARD I,17,english,5,11,0,11,11,5,11,0,11,7,2
23,133901,CENTER POINT IS,20,english,5,28,2,26,23,9,28,1,27,23,5
23,133902,HUNT ISD,20,english,5,25,3,22,18,8,25,0,25,14,8
23,133903,KERRVILLE ISD,20,english,5,329,41,288,205,113,332,35,297,195,68
23,133904,INGRAM ISD,20,english,5,62,9,53,39,19,61,3,58,41,12
23,134901,JUNCTION ISD,15,english,5,39,12,27,11,3,39,13,26,10,1
23,135001,GUTHRIE CSD,17,english,5,11,0,11,7,1,11,1,10,7,2
23,136901,BRACKETT ISD,20,english,5,34,7,27,15,10,34,13,21,14,8
23,137901,KINGSVILLE ISD,2,english,5,192,65,127,78,19,193,85,108,45,7
23,137902,RICARDO ISD,2,english,5,68,11,57,37,19,68,13,55,34,14
23,137903,RIVIERA ISD,2,english,5,29,3,26,22,12,29,1,28,19,8
23,137904,SANTA GERTRUDIS,2,english,5,38,2,36,31,23,38,6,32,22,10
23,138902,KNOX CITY-O'BRI,9,english,5,10,3,7,6,2,10,2,8,2,0
23,138903,MUNDAY CISD,9,english,5,26,4,22,20,16,26,1,25,19,9
23,138904,BENJAMIN ISD,9,english,5,16,1,15,10,0,16,2,14,3,1
23,139905,CHISUM ISD,8,english,5,90,8,82,59,36,90,6,84,46,18
23,139909,PARIS ISD,8,english,5,275,93,182,92,35,276,103,173,90,31
23,139911,NORTH LAMAR ISD,8,english,5,177,29,148,91,35,177,17,160,105,42
23,139912,PRAIRILAND ISD,8,english,5,90,13,77,49,23,90,12,78,59,18
23,140901,AMHERST ISD,17,english,5,12,4,8,4,1,12,8,4,2,0
23,140904,LITTLEFIELD ISD,17,english,5,102,19,83,50,21,102,8,94,50,14
23,140905,OLTON ISD,17,english,5,42,10,32,17,2,42,5,37,12,2
23,140907,SPRINGLAKE-EART,17,english,5,23,2,21,13,5,23,0,23,15,4
23,140908,SUDAN ISD,17,english,5,30,10,20,17,8,30,5,25,17,8
23,141901,LAMPASAS ISD,12,english,5,255,29,226,160,84,255,32,223,148,64
23,141902,LOMETA ISD,12,english,5,24,7,17,9,1,24,8,16,5,0
23,142901,COTULLA ISD,20,english,5,85,25,60,32,9,85,24,61,29,11
23,143901,HALLETTSVILLE I,3,english,5,69,12,57,37,15,70,10,60,38,15
23,143902,MOULTON ISD,3,english,5,14,1,13,9,7,13,0,13,13,10
23,143903,SHINER ISD,3,english,5,55,3,52,47,36,55,2,53,38,25
23,143904,VYSEHRAD ISD,3,english,5,8,1,7,5,3,8,0,8,6,4
23,143905,SWEET HOME ISD,3,english,5,19,1,18,12,10,19,2,17,10,4
23,143906,EZZELL ISD,3,english,5,6,0,6,4,3,6,0,6,5,2
23,144901,GIDDINGS ISD,13,english,5,110,29,81,49,15,110,27,83,40,15
23,144902,LEXINGTON ISD,13,english,5,79,17,62,43,19,79,19,60,35,13
23,144903,DIME BOX ISD,13,english,5,7,3,4,4,1,7,2,5,2,0
23,145901,BUFFALO ISD,6,english,5,83,2,81,61,33,83,3,80,53,19
23,145902,CENTERVILLE ISD,6,english,5,54,7,47,29,11,55,11,44,22,7
23,145906,NORMANGEE ISD,6,english,5,51,13,38,24,11,51,10,41,28,10
23,145907,OAKWOOD ISD,6,english,5,17,6,11,5,0,17,5,12,5,1
23,145911,LEON ISD,6,english,5,50,15,35,24,12,50,9,41,25,14
23,146901,CLEVELAND ISD,4,english,5,755,252,503,265,79,770,251,519,238,47
23,146902,DAYTON ISD,4,english,5,420,127,293,176,82,419,137,282,152,47
23,146903,DEVERS ISD,4,english,5,19,2,17,16,10,19,3,16,16,8
23,146904,HARDIN ISD,5,english,5,94,30,64,42,13,92,34,58,28,11
23,146905,HULL-DAISETTA I,5,english,5,32,14,18,7,2,32,7,25,8,1
23,146906,LIBERTY ISD,5,english,5,138,23,115,78,37,139,24,115,66,19
23,146907,TARKINGTON ISD,4,english,5,125,31,94,52,14,125,24,101,71,21
23,147901,COOLIDGE ISD,12,english,5,18,1,17,12,5,18,1,17,8,5
23,147902,GROESBECK ISD,12,english,5,117,30,87,38,18,116,29,87,44,19
23,147903,MEXIA ISD,12,english,5,121,40,81,39,14,121,56,65,22,5
23,148901,BOOKER ISD,16,english,5,21,0,21,20,14,21,0,21,20,7
23,148902,FOLLETT ISD,16,english,5,7,1,6,4,3,7,1,6,3,0
23,148905,DARROUZETT ISD,16,english,5,5,2,3,2,0,5,3,2,1,0
23,149901,GEORGE WEST ISD,2,english,5,83,7,76,56,34,83,8,75,50,19
23,149902,THREE RIVERS IS,2,english,5,29,3,26,13,1,29,5,24,8,2
23,150901,LLANO ISD,13,english,5,130,21,109,61,31,129,12,117,77,30
23,152504,TEXAS TECH UNIV,17,english,5,14,1,13,11,8,16,2,14,8,2
23,152802,RISE ACADEMY,17,english,5,12,1,11,10,5,12,0,12,10,2
23,152806,BETTY M CONDRA,17,english,5,24,6,18,7,0,25,11,14,2,0
23,152901,LUBBOCK ISD,17,english,5,1597,310,1287,870,443,1623,243,1380,890,345
23,152902,NEW DEAL ISD,17,english,5,58,14,44,25,8,58,23,35,14,2
23,152903,SLATON ISD,17,english,5,77,17,60,36,15,77,15,62,34,6
23,152906,LUBBOCK-COOPER,17,english,5,526,60,466,348,193,535,47,488,375,194
23,152907,FRENSHIP ISD,17,english,5,796,99,697,511,259,806,84,722,487,211
23,152908,ROOSEVELT ISD,17,english,5,93,34,59,24,9,94,27,67,34,10
23,152909,SHALLOWATER ISD,17,english,5,126,7,119,89,44,126,2,124,98,50
23,152910,IDALOU ISD,17,english,5,68,15,53,34,12,68,9,59,38,13
23,153903,O'DONNELL ISD,17,english,5,17,0,17,7,4,17,0,17,6,1
23,153904,TAHOKA ISD,17,english,5,48,12,36,24,9,48,3,45,26,12
23,153905,NEW HOME ISD,17,english,5,53,2,51,38,22,53,0,53,48,18
23,153907,WILSON ISD,17,english,5,9,3,6,5,0,9,3,6,3,1
23,154901,MADISONVILLE CI,6,english,5,160,12,148,109,54,161,12,149,98,32
23,154903,NORTH ZULCH ISD,6,english,5,15,0,15,12,5,15,0,15,9,1
23,155901,JEFFERSON ISD,8,english,5,75,32,43,30,11,75,33,42,21,4
23,156902,STANTON ISD,18,english,5,75,14,61,46,22,75,5,70,48,12
23,156905,GRADY ISD,18,english,5,22,0,22,20,11,22,1,21,16,5
23,157901,MASON ISD,15,english,5,61,5,56,41,16,62,7,55,38,15
23,158901,BAY CITY ISD,3,english,5,249,81,168,89,39,249,90,159,59,17
23,158902,TIDEHAVEN ISD,3,english,5,70,8,62,50,31,70,4,66,46,19
23,158904,MATAGORDA ISD,3,english,5,11,5,6,3,1,10,6,4,1,0
23,158905,PALACIOS ISD,3,english,5,86,9,77,50,22,86,12,74,41,12
23,158906,VAN VLECK ISD,3,english,5,92,17,75,51,20,92,31,61,31,9
23,159901,EAGLE PASS ISD,20,english,5,920,183,737,506,226,920,114,806,513,167
23,160901,BRADY ISD,15,english,5,90,26,64,40,21,90,28,62,33,9
23,160904,ROCHELLE ISD,15,english,5,6,0,6,4,2,6,0,6,6,1
23,160905,LOHN ISD,15,english,5,8,3,5,1,0,8,5,3,0,0
23,161801,WACO CHARTER SC,12,english,5,23,4,19,9,2,23,8,15,2,0
23,161802,RAPOPORT ACADEM,12,english,5,64,21,43,23,6,65,39,26,9,3
23,161807,HARMONY PUBLIC,12,english,5,732,136,596,414,189,731,152,579,354,136
23,161901,CRAWFORD ISD,12,english,5,39,2,37,31,19,39,3,36,27,9
23,161903,MIDWAY ISD,12,english,5,644,72,572,478,308,648,53,595,435,221
23,161906,LA VEGA ISD,12,english,5,192,45,147,77,18,190,55,135,56,13
23,161907,LORENA ISD,12,english,5,128,7,121,90,51,127,12,115,86,40
23,161908,MART ISD,12,english,5,50,6,44,28,11,50,8,42,22,8
23,161909,MCGREGOR ISD,12,english,5,100,19,81,59,30,100,17,83,43,8
23,161910,MOODY ISD,12,english,5,46,12,34,20,5,47,11,36,15,5
23,161912,RIESEL ISD,12,english,5,41,4,37,31,18,41,5,36,32,11
23,161914,WACO ISD,12,english,5,982,322,660,359,120,984,385,599,285,84
23,161916,WEST ISD,12,english,5,89,5,84,70,50,89,10,79,69,29
23,161918,AXTELL ISD,12,english,5,51,5,46,38,20,51,3,48,29,4
23,161919,BRUCEVILLE-EDDY,12,english,5,32,4,28,16,4,32,0,32,17,2
23,161920,CHINA SPRING IS,12,english,5,218,37,181,127,60,220,51,169,97,32
23,161921,CONNALLY ISD,12,english,5,185,78,107,48,11,184,84,100,35,11
23,161922,ROBINSON ISD,12,english,5,169,22,147,112,62,168,9,159,109,43
23,161923,BOSQUEVILLE ISD,12,english,5,58,3,55,37,20,58,5,53,25,7
23,161924,HALLSBURG ISD,12,english,5,16,7,9,6,2,16,2,14,6,2
23,161925,GHOLSON ISD,12,english,5,16,6,10,5,1,17,5,12,6,2
23,162904,MCMULLEN COUNTY,2,english,5,20,2,18,14,5,20,0,20,18,11
23,163901,DEVINE ISD,20,english,5,149,33,116,65,23,149,25,124,68,19
23,163902,D'HANIS ISD,20,english,5,13,0,13,12,11,13,0,13,12,4
23,163903,NATALIA ISD,20,english,5,77,23,54,27,6,77,37,40,18,7
23,163904,HONDO ISD,20,english,5,119,22,97,64,26,119,24,95,62,24
23,163908,MEDINA VALLEY I,20,english,5,604,68,536,396,213,605,72,533,356,148
23,164901,MENARD ISD,15,english,5,28,2,26,16,5,29,6,23,10,4
23,165802,MIDLAND ACADEMY,18,english,5,34,2,32,26,10,34,7,27,22,8
23,165901,MIDLAND ISD,18,english,5,1943,482,1461,938,393,1939,502,1437,834,331
23,165902,GREENWOOD ISD,18,english,5,259,52,207,132,57,260,42,218,138,58
23,166901,CAMERON ISD,6,english,5,107,25,82,50,22,107,24,83,41,18
23,166902,GAUSE ISD,6,english,5,17,3,14,8,4,17,6,11,4,1
23,166903,MILANO ISD,6,english,5,24,2,22,17,12,24,1,23,18,11
23,166904,ROCKDALE ISD,6,english,5,116,14,102,64,25,116,23,93,51,15
23,166905,THORNDALE ISD,13,english,5,40,6,34,28,9,40,2,38,31,16
23,166907,BUCKHOLTS ISD,12,english,5,9,7,2,1,1,9,7,2,0,0
23,167901,GOLDTHWAITE ISD,12,english,5,39,1,38,31,17,39,1,38,22,10
23,167902,MULLIN ISD,12,english,5,6,5,1,0,0,6,2,4,1,0
23,167904,PRIDDY ISD,12,english,5,7,3,4,2,0,7,4,3,3,1
23,168901,COLORADO ISD,14,english,5,60,21,39,21,11,60,11,49,23,5
23,168902,LORAINE ISD,14,english,5,5,1,4,1,0,5,0,5,3,0
23,168903,WESTBROOK ISD,14,english,5,13,4,9,5,0,13,4,9,5,3
23,169901,BOWIE ISD,9,english,5,110,19,91,57,23,109,13,96,47,11
23,169902,NOCONA ISD,9,english,5,49,4,45,33,14,49,2,47,30,11
23,169906,GOLD BURG ISD,9,english,5,7,1,6,4,1,6,1,5,2,0
23,169908,MONTAGUE ISD,9,english,5,10,1,9,8,3,10,0,10,10,5
23,169909,PRAIRIE VALLEY,9,english,5,13,2,11,11,7,13,3,10,7,3
23,169910,FORESTBURG ISD,9,english,5,17,5,12,9,2,17,8,9,3,2
23,169911,SAINT JO ISD,9,english,5,26,2,24,16,7,26,3,23,14,4
23,170801,TEXAS SERENITY,4,english,5,25,15,10,2,0,25,22,3,0,0
23,170802,THRIVE CENTER F,6,english,5,8,8,0,0,0,9,8,1,0,0
23,170902,CONROE ISD,6,english,5,4998,709,4289,3288,1928,5011,645,4366,3144,1645
23,170903,MONTGOMERY ISD,6,english,5,719,74,645,494,258,719,67,652,453,218
23,170904,WILLIS ISD,6,english,5,638,128,510,358,160,639,156,483,241,69
23,170906,MAGNOLIA ISD,6,english,5,975,179,796,599,311,969,152,817,527,243
23,170907,SPLENDORA ISD,6,english,5,361,97,264,146,52,361,111,250,108,26
23,170908,NEW CANEY ISD,6,english,5,1280,305,975,623,256,1281,349,932,521,183
23,171901,DUMAS ISD,16,english,5,292,67,225,160,65,292,55,237,125,39
23,171902,SUNRAY COLLEGIA,16,english,5,37,7,30,19,5,37,1,36,18,5
23,172902,DAINGERFIELD-LO,8,english,5,64,19,45,27,8,64,14,50,24,9
23,172905,PEWITT CISD,8,english,5,62,10,52,32,14,62,6,56,31,13
23,173901,MOTLEY COUNTY I,17,english,5,8,1,7,3,1,8,0,8,2,0
23,174801,STEPHEN F AUSTI,7,english,5,38,0,38,34,22,38,0,38,31,20
23,174901,CHIRENO ISD,7,english,5,32,11,21,13,3,32,10,22,9,1
23,174902,CUSHING ISD,7,english,5,44,3,41,28,11,44,4,40,26,11
23,174903,GARRISON ISD,7,english,5,54,4,50,43,25,54,2,52,41,10
23,174904,NACOGDOCHES ISD,7,english,5,375,98,277,168,85,376,124,252,122,44
23,174906,WODEN ISD,7,english,5,67,13,54,37,24,66,10,56,29,9
23,174908,CENTRAL HEIGHTS,7,english,5,61,9,52,36,23,61,6,55,42,27
23,174909,MARTINSVILLE IS,7,english,5,27,1,26,19,8,27,10,17,9,1
23,174911,DOUGLASS ISD,7,english,5,28,3,25,18,9,28,2,26,19,11
23,175902,BLOOMING GROVE,12,english,5,56,13,43,24,8,56,6,50,31,12
23,175903,CORSICANA ISD,12,english,5,414,119,295,165,56,411,108,303,173,58
23,175904,DAWSON ISD,12,english,5,23,2,21,15,8,23,2,21,15,3
23,175905,FROST ISD,12,english,5,33,6,27,16,5,33,8,25,13,2
23,175907,KERENS ISD,12,english,5,43,10,33,20,9,43,8,35,23,9
23,175910,MILDRED ISD,12,english,5,65,10,55,37,19,65,8,57,32,8
23,175911,RICE ISD,12,english,5,78,27,51,29,8,78,7,71,46,17
23,176901,BURKEVILLE ISD,5,english,5,21,6,15,10,2,21,7,14,5,1
23,176902,NEWTON ISD,5,english,5,82,27,55,27,10,82,49,33,12,5
23,176903,DEWEYVILLE ISD,5,english,5,42,4,38,27,12,42,4,38,24,7
23,177901,ROSCOE COLLEGIA,14,english,5,428,166,262,141,37,437,287,150,50,10
23,177902,SWEETWATER ISD,14,english,5,125,41,84,49,17,125,26,99,59,17
23,177903,BLACKWELL CISD,14,english,5,6,0,6,4,2,6,1,5,3,0
23,177905,HIGHLAND ISD,14,english,5,17,1,16,11,8,17,0,17,14,9
23,178801,DR M L GARZA-GO,2,english,5,16,4,12,10,1,16,0,16,5,2
23,178807,CORPUS CHRISTI,2,english,5,13,4,9,5,5,13,7,6,4,2
23,178808,SEASHORE CHARTE,2,english,5,45,9,36,26,13,36,6,30,14,1
23,178901,AGUA DULCE ISD,2,english,5,22,6,16,8,4,22,9,13,5,0
23,178902,BISHOP CISD,2,english,5,99,17,82,58,25,99,14,85,56,22
23,178903,CALALLEN ISD,2,english,5,266,37,229,158,75,266,32,234,154,57
23,178904,CORPUS CHRISTI,2,english,5,2227,432,1795,1234,573,2246,398,1848,1175,442
23,178905,DRISCOLL ISD,2,english,5,33,2,31,25,12,33,3,30,19,8
23,178906,LONDON ISD,2,english,5,119,8,111,97,45,118,7,111,86,35
23,178908,PORT ARANSAS IS,2,english,5,30,4,26,19,9,30,1,29,18,6
23,178909,ROBSTOWN ISD,2,english,5,157,53,104,61,19,156,76,80,34,12
23,178912,TULOSO-MIDWAY I,2,english,5,291,33,258,178,79,291,44,247,144,58
23,178913,BANQUETE ISD,2,english,5,62,7,55,31,15,62,12,50,28,7
23,178914,FLOUR BLUFF ISD,2,english,5,392,45,347,269,147,393,58,335,237,108
23,178915,WEST OSO ISD,2,english,5,128,28,100,41,18,128,33,95,44,9
23,179901,PERRYTON ISD,16,english,5,133,23,110,75,28,132,9,123,99,41
23,180901,BOYS RANCH ISD,16,english,5,8,1,7,4,3,8,1,7,4,3
23,180902,VEGA ISD,16,english,5,20,0,20,14,8,20,0,20,19,10
23,180903,ADRIAN ISD,16,english,5,7,3,4,2,1,7,0,7,3,0
23,180904,WILDORADO ISD,16,english,5,10,4,6,2,0,10,2,8,4,0
23,181901,BRIDGE CITY ISD,5,english,5,242,34,208,147,74,240,45,195,116,48
23,181905,ORANGEFIELD ISD,5,english,5,132,23,109,64,22,132,10,122,64,24
23,181906,WEST ORANGE-COV,5,english,5,162,60,102,64,23,159,88,71,28,2
23,181907,VIDOR ISD,5,english,5,286,50,236,139,49,288,66,222,117,31
23,181908,LITTLE CYPRESS-,5,english,5,244,70,174,101,47,242,78,164,75,21
23,182901,GORDON ISD,11,english,5,22,5,17,7,4,22,11,11,2,1
23,182902,GRAFORD ISD,11,english,5,18,5,13,5,2,18,3,15,3,1
23,182903,MINERAL WELLS I,11,english,5,251,68,183,103,39,252,47,205,110,41
23,182904,SANTO ISD,11,english,5,44,6,38,25,10,43,3,40,28,11
23,182905,STRAWN ISD,11,english,5,9,0,9,8,1,9,2,7,4,0
23,182906,PALO PINTO ISD,11,english,5,10,0,10,9,7,10,0,10,8,2
23,183901,BECKVILLE ISD,7,english,5,56,3,53,39,18,56,3,53,34,9
23,183902,CARTHAGE ISD,7,english,5,201,56,145,80,21,200,56,144,65,27
23,183904,GARY ISD,7,english,5,33,2,31,19,10,33,2,31,18,5
23,184901,POOLVILLE ISD,11,english,5,56,12,44,27,6,57,23,34,18,6
23,184902,SPRINGTOWN ISD,11,english,5,309,86,223,141,53,311,77,234,117,38
23,184903,WEATHERFORD ISD,11,english,5,598,119,479,333,170,601,122,479,300,119
23,184904,MILLSAP ISD,11,english,5,80,9,71,49,26,80,5,75,50,11
23,184907,ALEDO ISD,11,english,5,605,37,568,451,264,606,40,566,429,233
23,184908,PEASTER ISD,11,english,5,152,30,122,91,36,151,29,122,75,27
23,184909,BROCK ISD,11,english,5,159,9,150,125,80,158,6,152,128,57
23,184911,GARNER ISD,11,english,5,29,7,22,14,3,30,3,27,16,7
23,185901,BOVINA ISD,16,english,5,32,7,25,16,9,32,5,27,11,1
23,185902,FARWELL ISD,16,english,5,43,2,41,24,10,43,0,43,31,12
23,185903,FRIONA ISD,16,english,5,74,25,49,25,11,74,18,56,26,10
23,185904,LAZBUDDIE ISD,16,english,5,7,2,5,4,0,7,3,4,3,0
23,186901,BUENA VISTA ISD,18,english,5,20,0,20,12,2,20,2,18,12,4
23,186902,FORT STOCKTON I,18,english,5,155,37,118,66,33,154,34,120,67,26
23,186903,IRAAN-SHEFFIELD,18,english,5,29,13,16,9,1,29,9,20,7,2
23,187901,BIG SANDY ISD,6,english,5,37,2,35,25,9,37,1,36,26,9
23,187903,GOODRICH ISD,6,english,5,17,5,12,6,3,17,6,11,6,0
23,187904,CORRIGAN-CAMDEN,6,english,5,64,12,52,25,15,64,16,48,27,12
23,187906,LEGGETT ISD,6,english,5,16,6,10,6,2,16,4,12,3,1
23,187907,LIVINGSTON ISD,6,english,5,274,52,222,136,64,275,42,233,147,55
23,187910,ONALASKA ISD,6,english,5,73,7,66,45,22,73,6,67,44,14
23,188901,AMARILLO ISD,16,english,5,2024,313,1711,1173,570,2107,259,1848,1164,431
23,188902,RIVER ROAD ISD,16,english,5,99,18,81,38,13,99,30,69,30,6
23,188903,HIGHLAND PARK I,16,english,5,68,10,58,38,9,68,4,64,43,20
23,188904,BUSHLAND ISD,16,english,5,117,21,96,76,45,117,18,99,63,19
23,189901,MARFA ISD,18,english,5,20,2,18,12,5,20,5,15,6,1
23,189902,PRESIDIO ISD,18,english,5,54,27,27,15,6,54,13,41,18,8
23,190903,RAINS ISD,7,english,5,125,35,90,50,20,125,36,89,38,7
23,191901,CANYON ISD,16,english,5,836,115,721,510,218,836,78,758,506,202
23,192901,REAGAN COUNTY I,18,english,5,48,9,39,27,12,48,17,31,19,4
23,193801,BIG SPRINGS CHA,20,english,5,18,12,6,2,1,17,12,5,1,1
23,193902,LEAKEY ISD,20,english,5,28,5,23,14,5,27,9,18,5,2
23,194902,AVERY ISD,8,english,5,17,2,15,10,4,17,2,15,12,6
23,194903,RIVERCREST ISD,8,english,5,56,11,45,21,7,56,6,50,38,10
23,194904,CLARKSVILLE ISD,8,english,5,35,10,25,11,2,35,20,15,5,0
23,194905,DETROIT ISD,8,english,5,42,14,28,13,2,42,18,24,9,0
23,195901,PECOS-BARSTOW-T,18,english,5,175,52,123,72,24,174,40,134,64,17
23,195902,BALMORHEA ISD,18,english,5,11,5,6,3,0,11,5,6,1,0
23,196901,AUSTWELL-TIVOLI,3,english,5,0,,,,,0,,,,
23,196902,WOODSBORO ISD,3,english,5,34,7,27,13,4,34,11,23,7,2
23,196903,REFUGIO ISD,3,english,5,49,16,33,17,6,49,9,40,16,7
23,197902,MIAMI ISD,16,english,5,16,1,15,11,4,16,1,15,6,2
23,198901,BREMOND ISD,6,english,5,29,0,29,23,14,29,0,29,19,10
23,198902,CALVERT ISD,6,english,5,9,2,7,4,0,8,4,4,1,1
23,198903,FRANKLIN ISD,6,english,5,98,9,89,69,38,98,5,93,63,28
23,198905,HEARNE ISD,6,english,5,59,31,28,13,4,58,28,30,11,3
23,198906,MUMFORD ISD,6,english,5,42,1,41,37,23,42,1,41,33,17
23,199901,ROCKWALL ISD,10,english,5,1327,149,1178,933,559,1245,107,1138,843,423
23,199902,ROYSE CITY ISD,10,english,5,639,115,524,352,168,632,93,539,347,135
23,200901,BALLINGER ISD,15,english,5,59,11,48,32,10,59,8,51,38,11
23,200902,MILES ISD,15,english,5,39,7,32,28,20,39,7,32,24,9
23,200904,WINTERS ISD,15,english,5,34,14,20,10,4,34,7,27,13,4
23,200906,OLFEN ISD,15,english,5,6,2,4,3,2,6,2,4,2,2
23,201902,HENDERSON ISD,7,english,5,247,58,189,99,49,248,73,175,96,25
23,201903,LANEVILLE ISD,7,english,5,6,0,6,3,1,6,1,5,2,0
23,201904,LEVERETTS CHAPE,7,english,5,20,3,17,12,1,20,3,17,6,0
23,201907,MOUNT ENTERPRIS,7,english,5,42,2,40,33,18,42,1,41,34,19
23,201908,OVERTON ISD,7,english,5,38,9,29,16,4,39,6,33,15,4
